Das kompositorische Werk Emanuel Vogts,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
,,,,,,
ID,Datum,Titel,Genre/Dokument,Besetzung,"Original, Kopie",Bemerkung
17,1986,"Horch, wie die Schar",Chorsatz,Frauen,Original,
18,1994,Du Gott des Friedens,Chorsatz,Frauen,Original,
19,2000,Kommt alle bei Nacht,Chorsatz,gem. Chor,Original,
20,1989,Mit Schall von Zungen,Chorsatz,Frauen,Original,
21,1991,Sei willkommen Jesulein,Chorsatz,,Original,
22,1990,Es ist ein Schnee gefallen,Chorsatz,gem. Chor,Original,
23,1990,Cantus Firmus Aae,Orgel,Orgel,Original,für Frau Monika Aae aufgezeichnet
24,2004,Irische Segenswünsche,Chorsatz,Frauen,Original,für Thomas Grillenberger und den Frauenchor Wassermungenau
25,,Von seinem ew'gen festen Thron,Chorsatz,gem. Chor,Original,Geringfügige Bearbeitung für gem. Chor
26,2003,Der Morgenstern ist aufgegangen,Chorsatz,,Original,Für Brigitte zum 23.01.2003 - Emanuel
27,1993,Fränkisches Hirtenlied,Chorsatz,,Original,
28,,Nun werde wieder hell,Chorsatz,gem. Chor,Original,
29,1998,"O come, O come Emmanuel",Chorsatz,,Original,englische Fassung
30,1998,"O komm, O komm Immanuel",Chorsatz,,Original,deutsche Fassung
31,1993,Hirten auf dem Weg,Chorsatz,,Original,
32,1993,Ich brach drei dürre Reiselein,Chorsatz,,Original,
33,2005,Frühlingsnacht ,Chorsatz,,Original,Text: Joseph von Eichendorff
34,2001,Von Engeln  ward verheißen,Chorsatz,,Original,
35,,Nun singet und seid froh,,"Orgel, Piano",Original,einschl. Manuskript
36,1999,Zur stillen Nacht…,Chorsatz,,Original,"für meine Frau Brigitte, Weihachten 99"
37,,"Spielstück für Orgel, 9/71,2",Spielstück,Orgel,Original,
38,1974,Hört der Engel helle Lieder,Chorsatz,Männer,Original,
38a,1974,In einem Kripplein,Chorsatz,Männer,Original,Den unentwegten Sängern des Psalmenchors des Miss.Seminars NDA
39,1965,"Hör, hör, hör",Chorsatz,Männer,Kopie,nach einem Text von Rudolf A. Schröder
40,,Ach mein Herr Jesu (EKG 485),Chorsatz,"Chor, Instr. ad. lib.",Original,Valdres - Datum unbekannt
41,,Kommt her zu mir…,Chorsatz,"Chor, Instr. ad. lib.",Original,Valdres - Datum unbekannt
42,,Ihr lieben Christen…,Chorsatz,"Chor, Instr. ad. lib.",Original,Valdres - Datum unbekannt
43,,Nun werde hell…,Chorsatz,"Chor, Instr. ad. lib.",Original,Valdres - Datum unbekannt
44,1977,O heiliges Kind,Chorsatz,gem. Chor,Original,Originalsatz für den Kirchenchor Windsbach (Umarbeitung des M-Satzes)
45,1986,Kleine Fantasie für Blockflöten…,Fantasie,Blockflöten,Original,
46,1986,"Intonation und Choral ""In dir ist Freude..""","Intonation, Choral",Blockflöten,Original,
47,1998,Hochzeitsmusik für Karoline und Johannes Rauh,,Piano?,Original,…mit herzlichen Wünschen für das gemeinsame Leben
dto.,1998,Hochzeitsmusik für Karoline und Johannes Rauh,,Piano?,Kopie,dto.
48,1996,Hochzeitsgesang,Gesang,,Kopie,Mit herzlichen Wünschen für den gemeinsamen Lebensweg…
48,1996,Hochzeitsgesang,Gesang,,Original,Mit herzlichen Wünschen für den gemeinsamen Lebensweg…
49,1990,Von Wäldern umgeben,Chorsatz,gem. Chor,Original,"Dem Gesangverein ""Wir unter uns"" in Krummefohre…"
49,1990,Von Wäldern umgeben,Chorsatz,gem. Chor,Kopie,"Dem Gesangverein ""Wir unter uns"" in Krummefohre…"
50,1990,Befiehl du deine Wege (Paul Gerhardt),Orgel,Orgel,Original,
51,1986,VLL 212 Freut euch im Herzen,Orgelbegleitsatz,Orgel,Original,
52,1986,VLL 212 Freut euch im Herzen,Chorsatz,gem. Chor,Original,
53,,809 Lamm Gottes,Chorsatz,"Vorsänger, Gem.",Original,Zur Mess-Feier in der Katholischen Gemeinde Windsbach
53a,,"291, 1 + 2",Zwischengesang,,Original,"und 233, 817, 1,5 + 6, 808 Sactus"
54,1975,Es blühen die Maien…,Lied,Piano,Original,
55,1975,O freudenreicher Tag…,Lied,Piano,Original,
56,1975,O Freude über Freude…,Lied,Piano,Original,
57,1975,O laufet ihr Hirten…,Lied,Piano,Original,
58,1978,"Thema aus ""Noel X"" von Louis Claude Dacquin",,Piano,Original,
59,1979,"Choraleinleitung ""Du meine Seele singe""",Intrade,Bläser,Original,Dem Posaunenchor Weißenbronn zum 50-jährigen Jubiläum in Freundschaft gewidmet.
60,1972,Windsbacher Turm-Intrade,Intrade,Bläser,Original,
61,1976,"""Wuschelkopf""-Intrade",Intrade,Bläser,Original,
62,1979,Schreitmusik II,Bläsersatz,Bläser,Original,
63,1970,Petersauracher Intrade,Intrade,Bläser,Original,
64,1979,Festliche Intrade,Intrade,Bläser,Original,
65,,Laternenlieder,Lied,,Original,
66,1989,"Herr, wir bitten: Komm",Lied,Piano,Kopie,Frau Lore Lippert in Gastenfelden zugeeignet
67,1994,A Song for the best Friend - vor Markus,Lied,Piano,Original,mit allen guten Wünschen
68,1998,Verloren (Rosmarienheide),Chorsatz,gem. Chor,Original,
69,1998,Liebesklage (Weidenbaum),Chorsatz,gem. Chor,Original,
70,1998,Die Nachtigall (Ich mag nicht mehr),Chorsatz,gem. Chor,Original,
71,1998,Liebessuche,Chorsatz,gem. Chor,Original,
72,1970,Ich freu mich heute… Norwegisches Weihnachtslied,Chorsatz,gem. Chor,Original,Eigentum des Gesangverein Moosbach bei Windsbach
73,1983,Präludium,Präludium,Orgel?,Original,
74,1993,Wie lieblich ist der Maien - Vorspiel,Lied,Piano,Original,
75,1974,Christ ist erstanden,Bläsersatz,"Bläser, einst. Chor",Original,Zum Bundesfest am 11. Mai 1975 in Münster
76,,Christus ist erstanden…,Motette,"Männer, eine Frauenstimme, Orgel",Original,
77,1999,Nun legen wir den Leib…,Lied,"Piano, Orgel",Original,Wir danken dir… zu Text EG 79
78,1993,679 Leben im Schatten,Lied,"Piano, Orgel",Original,
79,,"Begleitsatz, 706 Vergiss nicht zu danken",Lied,"Piano, Orgel",Original,
80,,O du fröhliche,Lied,Orgel,Original,
81,1992,"Orgelsatz, Geh aus mein Herz…",Orgelsatz,Orgel,Original,
82,1987,Er ist erstanden,Chorsatz,gem. Chor,Original,
83,1997,Lass Dir an meiner Gnade genügen,Chorsatz,gem. Chor,Original,
84,,Ich werfe meine Fragen…,Chorsatz,Chor + Instrument,Original,
85,1985,Fürchte dich nicht..,Chorsatz,Chor,Kopie,Meiner lieben Frau Brigitte zum Hochzeitstag am 18.08.1986
86,1995,Von guten Mächten…,Chorsatz,Chor,Original,
87,1989,"Amen, Amen, lauter Amen",Chorsatz,Chor,Original,
88,,Ist Gott für mich…,Chorsatz,Chor,Original,
89,1984,Friede sei mit dir…,Chorsatz,Chor,Original,
90,,Wir glauben all…,Chorsatz,Chor,Original,
91,1991,Miniaturen - Ihr Menschen laufet,Lied,Piano,Original,
91a,1991,Miniaturen - Was soll das bedeuten,Lied,Piano,Original,
91b,1991,Miniaturen - Inmitten der Nacht,Lied,Piano,Original,
91c,1991,Miniaturen - O laufet ihr Hirten,Lied,Piano,Original,
91d,1991,"Miniaturen - Alle fangt an, wer singen kann",Lied,Piano,Original,
91e,1991,Miniaturen - Zwischen Ochs und Eselein,Lied,Piano,Original,
91f,1991,Miniaturen - In einem Kripplein,Lied,Piano,Original,
91g,1991,Miniaturen - Es kam ein Engel,Lied,Piano,Original,
91h,1991,Miniaturen - Mit den Hirten will ich gehen,Lied,Piano,Original,
91i,1992,Miniaturen - Im Märzen der Bauer,Lied,Piano,Original,
91k,1996,Miniaturen - Nun fängt das schöne Frühjahr an,Lied,Piano,Original,
91l,1992,Miniaturen - Danke…,Lied,Piano,Original,
92,1988,EKG 337 - Du höchstes Licht,Lied,"Piano, Orgel",Original,
93,1986,Ein wundersamer Traum,Chorsatz,Chor,Original,"Meiner Frau Brigitte zugeeignet,"
94,1986,Ein wundersamer Traum,Chorsatz,gem. Chor,Original,Dem Kirchenchor St. Margareten im Zeichen 25-jährigen Zusammenwirkens von Herzen gewidmet
95,1998,"Nun werde hell, du dunkle Welt",Chorsatz,gem. Chor,Original,
96,,Ihr Engel steht anbetend da,Lied,"Piano, Orgel, gem. Chor",Original,
97,1981,Die Seligpreisungen,Chorsatz,gem. Chor,Original,
98,,Au clair de la lune,Lied,"Piano, Orgel",Original,
99,,Spielstück,Lied,"Piano, Orgel",Original,
100,1992,"Nehmt Abschied, Brüder",Lied,"Piano, Orgel, Chor",Original,
101,,Das Lied vom vollen Mund,Lied,"Piano, Gesang",Original,
102,,"Hört, wen Jesus glücklich preist",Lied,Orgel,Original,
103,2005,Kommt her zu mir alle,Motette,"gem. Chor, vierst.",Original,
104,2001,Zur stillen Nacht…,Chorsatz,gem. Chor,Original,
105,2004,Irische Segenswünsche,Chorsatz,gem. Chor,Original,
106,1997,Gottes neue Welt,Chorsatz,gem. Chor,Original,für den Gemeindechor Melkendorf
107,,Denn es ist Weihnachtszeit,Chorsatz,Frauenchor und Orgel,Kopie,
108,1993,Es lagen im Felde…,Chorsatz,gem. Chor,Kopie,
109,1998,"Hör, Hör, hör, so singen Engelschör",Chorsatz,gem. Chor,Original,
110,1993,Do drauß'n in der Nacht,Chorsatz,Frauenchor,,
111,1994,Läiber Brouder,Chorsatz,gem. Chor,Original,
112, 1994,Öitz sen ma so weit,Chorsatz,gem. Chor,Original,
113,1999,"Freut euch, ihr liebe Christen",Chorsatz,gem. Chor,Original,
114,1998,"Adventslied ""Die Blumen sind verblüht im Tal!",Chorsatz,gem. Chor,Original,
115,,Nun werde hell,Chorsatz,gem. Chor,Original,
116,,Es ist ein Schnee gefallen,Chorsatz,gem. Chor,Kopie,
117,1994,Nürnberger Krippenlied,Chorsatz,gem. Chor,Original,
118,1982,O heilges Kind,Chorsatz,gem. Chor + Instr. ad. lib.,Kopie,
119,1982,"Horch, wie die Schar der Engel singt",Chorsatz,gem. Chor,Kopie,
120,1982,Sei willkommen Jesulein,Chorsatz,gem. Chor,Kopie,
121,1989,Intermezzo für Violine und Klavier,Intermezzo,"Violine, Piano",Original,
122,,Frühlingsnacht ,Chorsatz,gem. Chor,Original,Für Dieter Birmann und den Lochhausener Singkreis in guter Erinnerung geschrieben
123,1990,Ach komm nur dein Herz…,Chorsatz,"gem. Chor, Instr. ad.lib",Kopie,
124,1995,Er ging aus der Kammer sein,Chorsatz,Chor und Orgel,Original,
125,1995,"Herr Christ, der ewig Gottes Sohn",Chorsatz,gem. Chor,Original,
126,,Strophe 4 (Solo) - Dein Kripplein glänzt,,Orgel und Harfe,Kopie,
127,1972,Freue dich sehr,Chorsatz,gem. Chor,Kopie,
128,1987,Gottes Volk ist fröhlich,Chorsatz,gem. Chor,Kopie,
129,1987,Gottes Volk ist fröhlich,Chorsatz,gem. Chor.,Kopie,2. Exemplar
130,,Wir glauben all…,Chorsatz,gem. Chor,Kopie,
131,,Er hat uns wissen lassen…,Chorsatz,gem. Chor,Kopie,
132,1982,"Du hast dir Gott, ein Volk erwählt",Chorsatz,gem. Chor,Kopie,
133,1983,Benedicdtus (Luc 1),Chorsatz,gem. Chor,Original,
134,1983,Nunc dimittis (Luc 2),Chorsatz,gem. Chor,Original,
135,1996,Jahreslosung 1996 - Die Güte des Herrn,Chorsatz,gem. Chor,Original,
136,1982,Freue dich sehr du Tochter Zion,Chorsatz,gem. Chor,Kopie,"Der lieben, verehrten Chorleiterin Frau I. Lippert und ihrem wackeren Kirchenchor zur Freude"
137,1984,"Jesu, deine Passion (EKG 67)",Chorsatz,gem. Chor,Original,
138,1984,Jesus ist kommen,Chorsatz,gem. Chor,Kopie,
139,1983,"II. Nunc dimittis (Luc ,2)",Chorsatz,gem. Chor,Original,
140,1983,I. Nunc dimittis (Luc.2),Chorsatz,gem. Chor,Original,
141,2001,EG 545 - Stern über Bethlehem,,"Piano, Orgel",Original,
141a,,Mir stehet deine Huld vor Augen,,,Original,Bleistift-Manuskript
142,2000,Offb. - Selig sind die Toten,Chorsatz,für drei gleiche Stimmen,Original,als Männerstimmen bitte in f-Moll singen
143,1976/1998,"Partitur der Kantate ""Geh aus mein Herz…"" EG 503",div.,div.,Originale + Kopien,
144,1960,Adventsmusik,,Violine,Original,
145,1990,Jetzt gang i ans Brünnele,Chorsatz,gem. Chor,Kopie,
146,1973/1996,Psalm 113 - Lobet alle den Herrn,Chorsatz,gem. Chor,Kopie,
147,1992,"Bleib bei mir, Herr",Chorsatz,gem. Chor,Kopie,
148,1992,"Blumenzyklus - ""Wiesenschaumkraut""",Klaviersatz,Piano,Original,"""Aus meinem klavieristischen Wildblumengarten"""
148a,1992,"Blumenzyklus - ""Wiesenschaumkraut""",Klaviersatz,Piano,Kopie,Zweites Exemplar
149,1992,"Blumenzyklus - ""Mariendistel""",Klaviersatz,Piano,Original,"""Aus meinem klavieristischen Wildblumengarten"""
156,1992,"Blumenzyklus - ""Acker-Stiefmütterchen""",Klaviersatz,Piano,Kopie,"""Aus meinem klavieristischen Wildblumengarten"""
156a,1992,"Blumenzyklus - ""Acker-Stiefmütterchen""",Klaviersatz,Piano,Kopie,Zweites Exemplar
151,1992,"Blumenzyklus - Baumblatt ""Giersch""",Klaviersatz,Piano,Kopie,"""Aus meinem klavieristischen Wildblumengarten"""
152,1992,Blumenzyklus - Acker-Rittersporn,Klaviersatz,Piano,Original,"""Aus meinem klavieristischen Wildblumengarten"""
153,1971,Geburtstagsmusik für Brigitte 1971,Lied,Piano?,Original,für Brigitte zum Geburtstag am 23.01.1971
154,1970,Guter Mond,Lied,gem. Chor,Kopie,Windsbacher Knabenchor
155,1960-61,Notenbüchleich E. Vogt 1960/61,div.,div.,Original,30 Miniaturen unterschiedlichster Genres im Bleistift-Manuskript
156,1990,Windsbacher Heimat,Chorsatz,gem. Chor,Original,
157,1997,Unser Vater,Chorsatz,gem. Chor,Kopie,
158,1991,Moosbacher Heimatlied,Chorsatz,Männer,Original,
159,1992,Rote Wolken am Himmer,Chorsatz,gem. Chor,Kopie,
160,1992,Bei einem Wirte wundermild,Chorsatz,gem. Chor,Kopie,"Frau Friedlinde Sauerbeck zum Tag der Geburt am 27.05.1998
 mit herzlichem Dank für alle Mitarbeit im Kirchenchor Wassermungenau gewidmet"
161,1992,Bleib bei mir Herr,Chorsatz,gem. Chor,Kopie,
162,1973,Wunderbarer König,Chorsatz,Männer,Kopie,
163,,Selig sind die Toten,Chorsatz,gem. Chor,Kopie,
164,1998,Still ruht der See,Chorsatz,gem. Chor,Kopie,
165,1998,O freudenreiches Osterfest,Chorsatz,Frauenchor,Kopie,
166,1993,Crucem Tuam,Chorsatz,gem. Chor,Kopie,
167,2005,Zur stillen Nacht…,Chorsatz,gem. Chor,Kopie,
167a,2005,Zur stillen Nacht…,Chorsatz,gem. Chor,Kopie,2. Exemplar - leicht verändert
168,1967,Präludium in C-Dur,Orgelsatz,Orgel,Kopie,
169,1976,Präludium in g-moll,Orgelsatz,Orgel,Kopie,
170,1984,"Himmel, Erde, Luft und Meer - EKG 542",Orgelsatz,Orgel,Kopie,Einfache Lieder und Choräle für zwei Hände
171,1984,Meinem Gott gehört die Welt,Orgelsatz,Orgel,Kopie,Einfache Lieder und Choräle für zwei Hände
171a,1984,"Müde bin ich, geh zur Ruh",Orgelsatz,Orgel,Kopie,Einfache Lieder und Choräle für zwei Hände
172,1984,"Weißt Du, wieviel Sternlein…",Orgelsatz,Orgel,Kopie,Einfachste Lieder und Choräle für zwei Hände
172,1984,"Himmelsau, Licht und blau - EKG 543",Orgelsatz,Orgel,Kopie,Einfachste Lieder und Choräle für zwei Hände
173,1984,Alle Menschen müssen sterben,Orgelsatz,Orgel,Kopie,Einfache Lieder und Choräle für zwei Hände
173a,1984,"Jesu, meine Zuversicht",Orgelsatz,Orgel,Kopie,Einfache Lieder und Choräle für zwei Hände
174,1984,"Himmel, Erde, Luft und Meer - EKG 542",Orgelsatz,Orgel,Kopie,2. Exemplar
174a,1984,Weil ich Jesu Schäflein bin - EKG 544,Orgelsatz,Orgel,Kopie,
176,,"Mache dich auf, werde Licht, Motette für 4 Stimmen",Chorsatz,gem. Chor,Original,"vermutlich eines der ersten aufgezeichneten Werke, leider ohne Datum, Partitur und Einzelstimmen"
182,,Von Engeln  ward verheißen,Chorsatz,gem. Chor,Original,
183,,"Nachspiel zu ""Geh aus mein Herz…""",Orgelsatz,Orgel,Kopie,
184,1990,Wer unter Gottes Schirm,Chorsatz,gem. Chor,Kopie,
185,1971,Psalm 145 - Ich will Dich erheben…,Chorsatz,Frauen,Kopie,
186,,Michaelis Lied - EKG 115,Orgelsatz,Orgel,Original,
187,,Machs mit mir Gott,Chorsatz,gem. Chor,Original,
188,1991,Weil ich Jesu Schäflein bin - EKG 544,Orgelsatz,Orgel,Original,
189,,"Fortsetzung z. ""Präludium zum 30. Hochzeitstag""",Orgelsatz,Orgel,Original,Bleistift-Manuskript
189a,,"Intrada üb. ""Macht hoch die Tür""",Flötensatz,Blockflöten,Original,Bleistift-Manuskript
190,,Guter Mond…,Klaviersatz,Piano,Original,
191,1991,Danza alla hungaria,Orgelsatz?,Orgel?,Original,für Helen Townsen
192,1989,"""Intermezzo"" für Violine & Klavier",Partitur,Violine und Klavier,Original,
193,1992,"Machet die Tore weit - Psalm 24, 7 - 10",Psalm,gem. Chor,Original,
194,1990,Fest-Intrade für den Posaunenchor Petersaurach,Bläsersatz,Bläser,Original,
195,1992,Warum sollt ich mich denn grämen?,Bläsersatz,Bläser,Original,
196,1991,Windsbacher Jubiläumsmusik des Posaunenchores,Bläsersatz,Bläser,Original,Zum 20-jährigen Jubiläum des Posaunenchores komponiert
197,1992,"O Welt, ich muss dich lassen",Orgelsatz,Orgel,Original,Bleistift-Manuskript
198,1993,Stille Nacht - Intonation,Orgelsatz,Orgel,Original,
199,1992,Komm zu uns heilger Geist,Orgelsatz,Orgel,Original,
200,1992,Der Tag bricht an..,Orgelsatz,Orgel,Original,
201,1974/1992,"Lobe den Herren, EKG 347",Orgelsatz,Orgel,Original,
202,1989,Jubiläums-Intrade für den Pos.-Chor Weißenbrunn 1989,Bläsersatz,Bläser,Original,
203,1989,Intrade zum Christfest I,Bläsersatz,Bläser,Original,
204,,"Jesus Christus, du Lamm Gottes",Orgelsatz,Orgel,Original,"Melodie: Helmut Duffe, Satz: Emanuel Vogt"
205,,"Jesus Christus, du Lamm Gottes - 2. Version",Orgelsatz,Orgel,Original,"Melodie: Helmut Duffe, Satz: Emanuel Vogt"
206,,Ich glaube Gott ist Herr der Welt,Orgelsatz,Orgel,Original,
207,1989,"Kanon ""Danket"" mit Bläsern",Bläsersatz,Bläser,Original,
208,,"Heilig, heilig",Orgelsatz,Orgel,Oritinal,"Melodie: Helmut Duffe, Satz: Emanuel Vogt"
209,,"Heilig, heilig",Liedsatz,Orgel,Original,"Melodie: Helmut Duffe, Satz: Emanuel Vogt - Liedsatz"
210,1989,637: Ich glaube Gott,Orgelsatz,Orgel,Original,Orgelsatz: Emanuel Vogt
210a,1989,Liedsatz: Ich glaube Gott,Liedsatz,gem. Chor/Gemeinde,Druck,Liedsatz: Ch. Lahusen
211,1988,Weihnachtsmeditadion,Partitur,Klarinette in B und Orgel,Kopie,
211a,1988,Weihnachtsmeditadion,Einzelstimme,Klarinette in B und Orgel,Kopie,Einzelstimme Klarinette
212,1987,"""Der lieben Sonne Licht und Pracht""","Intonation, Choralsatz",Orgel,Kopie,"Frau Helga Maltry mit freundlichen Grüßen und guten Wünschen zugedacht, 4.5.91"
213,1984/1991,Präludium et Largo,Orgelsatz,Orgel,Kopie,Dem Kollegen Rudolf Löw zugeeignet
214,,"Komm, Herr, segne uns",Orgelsatz,Orgel,Original,
215,,Von guten Mächten…,Orgelsatz,Orgel,Original,
216,1993,Arbeiten für den Landesverband ev. Kirchenmusiker,Orgelsatz,Orgel,Kopie,
217,1992,Stille Nacht ,Orgelsatz,Orgel,Original,
218,,"Herr, deine Liebe ist wie Gras…(662)",Orgelsatz,Orgel,Original,
219,,"Hilf, Herr meines Lebens (715)",Orgelsatz,Orgel,Original,
220,,Danke (689),Orgelsatz,Orgel,Original,
220a,,"Du hast uns, Herr, gerufen",Orgelsatz,Orgel,Original,
221,,Gott liebt diese Welt,Orgelsatz,Orgel,Original,
221a,,Gott in der Höh sei Preis,Orgelsatz,Orgel,Original,
222,1986,So nimm denn meine Hände…,Orgelsatz,Orgel,Kopie,
223,,Geh aus mein Herz…,Orgelsatz,Orgel,Original,
224,1991,"Himmel, Erde, Luft und Meer",Orgelsatz,Orgel,Original,
224a,1991,Kommet ihr Hirten…,Orgelsatz,Orgel,Original,
225,1993,Schmückt das Fest mit Maien,Orgelsatz,Orgel,Kopie,Frau Maltry mit herzlichen Grüßen!
226,1992,Nun geht ein Freuen durch die Welt,Orgelsatz,Orgel,Original,Für Frau Maltry
227,1976,Präludium und Aria C-Dur,Orgelsatz,Orgel,Kopie,
228,1989,Vorspiel F-Dur und Aria D-Moll,Orgelsatz,Orgel,,
229,,"Jesus Christus, du Lamm Gottes - Intonation",Orgelsatz,Orgel,Kopie,
229a,,"Jesus Christus, du Lamm Gottes - Liedsatz",Liedsatz,Orgel,Kopie,
230,,Befiel du deine Wege,Orgelsatz,Orgel,Original,
231,1994,"Komm, heilger Geist",Liedsatz,Orgel,Original,für Frau Richter
232,1990,Larghetto,Orgelsatz,Orgel,Original,
233,,Nun geh getrost und dankbar - Silvester,Orgelsatz,Orgel und Instr. ad. lib.,Kopie,
234,1982,O heilges Kind..,Orgelsatz,Orgel und Instr. ad. lib.,Kopie,
235,1982,"Horch, wie die Schar der Engel singt",Orgel-/Chorsatz,Orgel und Gemeinde?,Kopie,
236,1982,Ein große Freud verkünd' ich euch,Orgel-/Chorsatz,Orgel und Gemeinde?,Kopie,
237,1982,Sei willkommen Jesulein,Orgel-/Chorsatz,Orgel und Gemeinde?,Kopie,
238,1975,Der Morgenstern ist aufgedrungen,Chorsatz,gem. Chor,Kopie,
239,1992,Bläsersatz für ESB-Fest 1992 - Wer nur den lieben Gott…,Bläsersatz,Bläser,Kopie,
240,1989,"Intrade zum Christfest über ""In dulci jubilo""",Bläsersatz,Bläser,Original,"Für den Pausaunenchor Barthelmesaurach geschrieben, mit herzlichen Wünschen"
241,1988,Dürrenmungenauer Jubiläums-Intrade 1988,Bläsersatz,Bläser,Kopie,Dem Dürrenmungenauer Jubel-Chor…
242,1989,Ostermeditation,Orgelsatz,Orgel,Original,
243,1970,Festliche Einleitung,Orgel-/Klaviersatz,"Orgel, Piano",Druck,
244,1972,Schwabacher Turmmusik,Bläsersatz,Bläser,Kopie,"Herrn Kantor KMD Dr. Oskar Stollberg, Schwabach, in Dankbarkeit gewidmet"
245,1986,Christnacht-Meditation für Heiko Kuschel,Orgelsatz,Orgel,Kopie,
246,1992,Patrona Bavariae,Bläsersatz,Bläser,Original,
247,1989,"Bläserintrade zu ""Kommt singt""",Bläsersatz,Bläser,Original,
248,1989,Ostermeditation 1989 f. Flöte solo,Flötensatz,Flöte solo,Kopie,
249,1986,"""Tisch-Sonate"" in vier Sätzen",Flötensatz,Flöten zweistimmig,Kopie,enthält zahlreiche Widmungen
250,1974,"Vorspiel "" Herr Jesu Christ, du warst ein Kind""",Orgelsatz,Orgel,Original,Bleistift-Manuskript
251,1984,Hirtenmusik für Jungbläser 1984,Bläsersatz,Bläser,Original,
252,,"Liedsatz: Jesus Christus, du Lamm Gottes",Orgelsatz,Orgel,Kopie,
253,1984,Hirtenmarsch,Bläsersatz,Bläser,Kopie,Meinem Jungbläser-Chor
254,1989,Ballade für Elfriede,Bläsersatz,Bläser,Kopie,Geschrieben nach dem gelungenen Karpfenessen…
255,1987,Weihnachtsgedanken,Orgelsatz,Orgel,Kopie,für Philipp Kamprath-Scholtz von seinem Lehrer Emanuel Vogt
256,1986,Meditation,Flöten-/Orgelsatz,"Flöte, Orgel",Kopie,
257,1984,Ihr Kinderlein kommet,Bläsersatz,Bläser,Kopie,Sätze für den Jungbläser-Chor 1984
258,1984,Was soll das bedeuten,Bläsersatz,Bläser,Kopie,Sätze für den Jungbläser-Chor 1984
258a,1984,"Vom Himmel hoch, da komm ich her…",Bläsersatz,Bläser,Kopie,Sätze für den Jungbläser-Chor 1984
259,1975,Nun preiset alle Gott…,Chorsatz,"gemischten Chor, dreist.",Kopie,
260,1964,Christus ist erstanden…,Motette,für Frauen- und Männerstimmen,Original,…mit Orgel oder Instrumenten
261,1985,J. S. Bach - Marsch in Es-Dur und Marsch in B-Dur,Chorsatz,"eine, zwei und vier Stimmen",Kopie,
262,1989,"Heilig, heilig - Intonation und Satz",Intonation und Satz,Orgel,Kopie,
263,1991,Nun jauchzet dem Herren alle Welt - Bläser-Vorspiel,Bläsersatz,Bläser,Original,
264,1982,Unüberwindlich starker Held…,Querflötensatz,3 Querflöten,Kopie,Thema und Variationen
265,1971,Zu Lehen (Bergengruen),Lied- und Pianosatz,Piano und Gesang,Original,Bleistift-Manuskript
266,,Fein sachte (ungarisch) ,Lied- und Instrumentensatz,"Gesang, Instrumente ad. lib.",Kopie,Text: James Krüss
267,1968,Es kommt ein Schiff geladen,Chorsatz,Männer,Kopie,
268,1970,Es ist gänzlich (schlecht zu lesen),Intonation,Orgel,Original,Bleistift-Manuskript
269,1968,"O Heiland, reiß den Himmel auf",Chorsatz,Männer,Original,
270,1971,Schaffe in mir…,Chorsatz,gem. Chor,Original,Bleistift-Manuskript
271,1991,Kyrie - Weihnachten 1991,Chorsatz,gem. Chor,Original,Bleistift-Manuskript
271a,1991,Drei Schiffe sah ich fahrn vorbei,Chorsatz,gem. Chor,Original,Bleistift-Manuskript
272,1991,Nun danket alle Gott,Orgelsatz,Orgel,Original,Bleistift-Manuskript
273,1984,Intro 21/Johannistag,?,?,Original,Bleistift-Manuskript - Entwurf
274,,Für LKA München,?,?,Original,Bleistift-Manuskript - Entwurf
274a,,Norwegische Melodie mit Veränderungen I + II,Bläsersatz,Bläser,Original,Bleistift- Manuskript
275,1989,Jubiläums-Intrade für den Pos.-Chor Weißenbrunn 1989,Bläsersatz,Bläser,Original,
276,2001,"Psalm 136, Danket dem Herrn…",Chorsatz,gem. Chor,Kopie,
277,1984,Intrada Norvegica,Bläsersatz,Bläser,Original,Bleistift-Manuskript
278,,2 Kanons - Und spielt man einen lauten Tusch,Chorsatz,Chor,Original,Text und Musik zu Wilhelm Busch: E. Vogt
279,1970,Intrade für drei Stimmen,Bläsersatz,Bläser,Original,Bleistift-Manuskript
280,1970,"Posaunenvorspiel, Nun danket alle Gott",Bläsersatz,Bläser,Original,Bleistift-Manuskript
